"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X060","2020-02-11 14:00:00","19.000","15.000","1.800","22.000","0.640","1020.500","","0.000","-99.000","-99.000","-99.000","22.000","","14.700",""
"C0R510","2020-02-11 14:00:00","31.000","122.000","1.000","22.700","0.560","1017.900","","0.000","-99.000","-99.000","-99.000","22.800","","17.300",""
"C0AC60","2020-02-11 14:00:00","55.000","103.000","0.500","21.500","0.630","1015.300","","0.000","-99.000","-99.000","-99.000","21.500","","14.200",""
"C0UA70","2020-02-11 14:00:00","547.000","181.000","0.800","17.300","0.870","960.400","","0.000","-99.000","-99.000","-99.000","18.400","","13.300",""
"C0G740","2020-02-11 14:00:00","24.000","327.000","1.600","19.600","0.770","1018.700","","0.000","-99.000","-99.000","-99.000","19.800","","15.900",""
"C0F9N0","2020-02-11 14:00:00","75.000","287.000","1.400","23.200","0.610","1012.200","","0.000","-99.000","-99.000","-99.000","23.200","","16.500",""
"C0F9T0","2020-02-11 14:00:00","111.000","349.000","1.500","22.300","0.610","1007.800","","0.000","-99.000","-99.000","-99.000","22.300","","16.200",""
"C0S710","2020-02-11 14:00:00","382.000","324.000","0.500","18.400","0.670","980.600","","0.000","-99.000","-99.000","-99.000","18.600","","13.100",""
"C0M680","2020-02-11 14:00:00","37.000","340.000","1.600","21.500","0.650","1018.300","","0.000","-99.000","-99.000","-99.000","21.700","","15.500",""
"C0X220","2020-02-11 14:00:00","26.000","11.000","2.100","20.500","0.690","1018.000","","0.000","-99.000","-99.000","-99.000","20.500","","15.500",""
"C0R560","2020-02-11 14:00:00","22.000","125.000","0.600","22.400","0.610","1019.100","","0.000","-99.000","-99.000","-99.000","22.500","","17.000",""
"C0F9P0","2020-02-11 14:00:00","26.000","16.000","1.100","19.500","0.820","1019.300","","0.000","-99.000","-99.000","-99.000","19.500","","16.800",""
"C0O970","2020-02-11 14:00:00","71.000","6.000","0.900","22.100","0.680","1013.300","","0.000","-99.000","-99.000","-99.000","22.200","","14.800",""
"C0F0B0","2020-02-11 14:00:00","311.000","343.000","0.900","21.500","0.680","985.000","","0.000","-99.000","-99.000","-99.000","21.500","","13.800",""
"C0R700","2020-02-11 14:00:00","19.000","81.000","2.800","22.700","0.540","1019.600","","0.000","-99.000","-99.000","-99.000","23.000","","19.600",""
"C0R620","2020-02-11 14:00:00","34.000","73.000","2.500","22.300","0.690","1018.800","","0.000","-99.000","-99.000","-99.000","22.600","","20.200",""
"C0C660","2020-02-11 14:00:00","176.000","80.000","0.800","21.300","0.630","1001.000","","0.000","-99.000","-99.000","-99.000","21.300","","14.700",""
"C0SA10","2020-02-11 14:00:00","411.000","57.000","0.300","19.900","0.710","976.700","","0.000","-99.000","-99.000","-99.000","20.900","","14.500",""
"C0M740","2020-02-11 14:00:00","15.000","346.000","2.400","21.300","0.680","1018.500","","0.000","-99.000","-99.000","-99.000","21.500","","15.300",""
"C0K460","2020-02-11 14:00:00","60.000","337.000","2.800","21.300","0.650","1013.100","","0.000","-99.000","-99.000","-99.000","21.600","","15.600",""
"C0X100","2020-02-11 14:00:00","10.000","7.000","2.200","21.500","0.620","1018.200","","0.000","-99.000","-99.000","-99.000","21.500","","17.200",""
"C0K560","2020-02-11 14:00:00","117.000","322.000","1.400","22.200","0.610","1008.000","","0.000","-99.000","-99.000","-99.000","22.400","","13.900",""
"C0R150","2020-02-11 14:00:00","105.000","237.000","0.300","22.600","0.570","1007.500","","0.000","-99.000","-99.000","-99.000","22.600","","17.100",""
"C0S690","2020-02-11 14:00:00","522.000","29.000","1.300","18.500","0.770","963.800","","0.000","-99.000","-99.000","-99.000","20.400","","14.500",""
"C0U870","2020-02-11 14:00:00","474.000","125.000","0.700","18.100","0.670","968.900","","0.000","-99.000","-99.000","-99.000","18.600","","13.000",""
"C0A520","2020-02-11 14:00:00","48.000","49.000","1.000","21.500","0.660","1016.300","","0.000","-99.000","-99.000","-99.000","21.500","","14.400",""
"C0X130","2020-02-11 14:00:00","27.000","8.000","1.600","21.900","0.670","1017.300","","0.000","-99.000","-99.000","-99.000","22.000","","17.100",""
"C0V400","2020-02-11 14:00:00","56.000","336.000","1.000","22.100","0.680","1013.900","","0.000","-99.000","-99.000","-99.000","22.100","","16.600",""
"C0UA40","2020-02-11 14:00:00","1121.000","45.000","0.400","14.600","0.840","896.500","","0.000","-99.000","-99.000","-99.000","15.200","","8.300",""
"C0G720","2020-02-11 14:00:00","50.000","304.000","2.300","21.200","0.730","1014.800","","0.000","-99.000","-99.000","-99.000","21.600","","15.800",""
"C0G890","2020-02-11 14:00:00","24.000","342.000","2.600","19.300","0.920","1018.200","","0.000","-99.000","-99.000","-99.000","19.700","","16.500",""
"C0I540","2020-02-11 14:00:00","3344.000","-99.000","-99.000","4.400","0.670","685.100","","-99.000","-99.000","-99.000","-99.000","5.100","","1.900",""
"C0K390","2020-02-11 14:00:00","31.000","351.000","2.000","21.200","0.720","1017.400","","0.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0T9A0","2020-02-11 14:00:00","498.000","156.000","0.700","17.600","0.790","966.600","","0.000","-99.000","-99.000","-99.000","17.600","","12.700",""
"C0AH40","2020-02-11 14:00:00","426.000","202.000","1.900","20.300","0.710","971.600","","0.000","-99.000","-99.000","-99.000","20.500","","14.300",""
"C0X280","2020-02-11 14:00:00","22.000","33.000","1.900","20.400","0.740","1018.800","","0.000","-99.000","-99.000","-99.000","20.400","","15.800",""
"C0V620","2020-02-11 14:00:00","18.000","29.000","2.000","21.500","0.640","1018.900","","0.000","-99.000","-99.000","-99.000","21.800","","16.500",""
"C0H960","2020-02-11 14:00:00","120.000","22.000","0.500","23.200","0.540","1006.100","","0.000","-99.000","-99.000","-99.000","23.200","","15.400",""
"C0M530","2020-02-11 14:00:00","1385.000","222.000","0.700","13.200","0.890","873.600","","0.000","-99.000","-99.000","-99.000","14.500","","10.000",""
"C0R170","2020-02-11 14:00:00","26.000","75.000","0.500","22.900","0.550","1018.200","","0.000","-99.000","-99.000","-99.000","22.900","","15.500",""
"C0I420","2020-02-11 14:00:00","305.000","230.000","1.800","22.800","0.580","985.400","","0.000","-99.000","-99.000","-99.000","22.800","","14.100",""
"C0A640","2020-02-11 14:00:00","241.000","178.000","0.400","20.900","0.570","996.200","","0.000","-99.000","-99.000","-99.000","21.100","","14.600",""
"C0A930","2020-02-11 14:00:00","216.000","144.000","1.200","19.300","0.760","995.300","","0.000","-99.000","-99.000","-99.000","19.300","","12.400",""
"C0F9M0","2020-02-11 14:00:00","230.000","324.000","0.800","21.200","0.680","994.200","","0.000","-99.000","-99.000","-99.000","21.200","","15.000",""
"C0AC40","2020-02-11 14:00:00","1079.000","113.000","1.700","14.000","0.950","899.800","","0.000","-99.000","-99.000","-99.000","14.500","","9.400",""
"C0AI00","2020-02-11 14:00:00","188.000","0.000","0.200","23.200","0.630","1000.800","","0.000","-99.000","-99.000","-99.000","23.200","","15.100",""
"C0T9M0","2020-02-11 14:00:00","92.000","158.000","1.300","21.300","0.690","1014.700","","0.000","-99.000","-99.000","-99.000","21.600","","15.500",""
"C0S960","2020-02-11 14:00:00","32.000","-99.000","-99.000","22.100","0.580","1019.400","","0.000","-99.000","-99.000","-99.000","22.800","","18.200",""
"C0K430","2020-02-11 14:00:00","30.000","316.000","1.600","20.500","0.790","1018.500","","0.000","-99.000","-99.000","-99.000","20.700","","15.300",""
"C0Z170","2020-02-11 14:00:00","199.000","0.000","0.100","20.700","0.650","1002.000","","0.000","-99.000","-99.000","-99.000","20.700","","12.900",""
"C0Z100","2020-02-11 14:00:00","36.000","224.000","1.000","22.600","0.600","1020.700","","0.000","-99.000","-99.000","-99.000","22.600","","13.800",""
"C0U710","2020-02-11 14:00:00","1942.000","0.000","0.000","8.100","0.980","812.500","","0.000","-99.000","-99.000","-99.000","9.600","","4.500",""
"C0SA30","2020-02-11 14:00:00","92.000","29.000","0.500","21.500","0.590","1014.000","","0.000","-99.000","-99.000","-99.000","21.900","","17.600",""
"C0V500","2020-02-11 14:00:00","6.000","44.000","0.600","22.400","0.600","1018.800","","0.000","-99.000","-99.000","-99.000","22.500","","18.700",""
"CM0160","2020-02-11 14:00:00","159.000","8.000","1.400","22.500","0.560","1003.800","","0.000","-99.000","-99.000","-99.000","23.500","","14.400",""
"C0V350","2020-02-11 14:00:00","36.000","62.000","0.300","23.500","0.600","1018.000","","0.000","-99.000","-99.000","-99.000","23.500","","15.200",""
"C0W120","2020-02-11 14:00:00","58.000","-99.000","-99.000","18.700","0.790","1014.700","","0.000","-99.000","-99.000","-99.000","18.900","","15.500",""
"C0R470","2020-02-11 14:00:00","103.000","209.000","0.300","22.400","0.610","1009.600","","0.000","-99.000","-99.000","-99.000","22.400","","17.600",""
"C0M770","2020-02-11 14:00:00","164.000","327.000","1.500","21.100","0.670","1001.400","","0.000","-99.000","-99.000","-99.000","21.400","","15.300",""
"C0S930","2020-02-11 14:00:00","248.000","11.000","0.500","20.100","0.660","995.200","","0.000","-99.000","-99.000","-99.000","20.300","","14.900",""
"C0F9Y0","2020-02-11 14:00:00","3313.000","218.000","1.800","8.600","0.590","688.400","","0.000","8.400","219.000","","9.400","","2.800",""
"C0E790","2020-02-11 14:00:00","344.000","285.000","0.900","21.700","0.650","980.800","","0.000","-99.000","-99.000","-99.000","21.700","","14.300",""
"C0O810","2020-02-11 14:00:00","161.000","224.000","0.400","22.000","0.810","1003.300","","0.000","-99.000","-99.000","-99.000","22.900","","16.900",""
"C0R520","2020-02-11 14:00:00","18.000","353.000","0.700","22.900","0.660","1019.100","","0.000","-99.000","-99.000","-99.000","23.000","","16.900",""
"C0G880","2020-02-11 14:00:00","92.000","322.000","1.900","23.200","0.610","1010.400","","0.000","-99.000","-99.000","-99.000","23.200","","15.900",""
"C0R260","2020-02-11 14:00:00","76.000","299.000","0.800","22.900","0.570","1012.100","","0.000","-99.000","-99.000","-99.000","23.200","","16.100",""
"C0U950","2020-02-11 14:00:00","1012.000","119.000","5.500","13.100","0.940","909.700","","0.000","-99.000","-99.000","-99.000","14.200","","9.800",""
"C0O860","2020-02-11 14:00:00","38.000","357.000","0.700","21.800","0.790","1015.800","","0.000","-99.000","-99.000","-99.000","21.800","","16.200",""
"C0R320","2020-02-11 14:00:00","7.000","71.000","5.700","22.800","0.600","1021.000","","0.000","-99.000","-99.000","-99.000","23.600","","18.000",""
"C0S980","2020-02-11 14:00:00","901.000","33.000","0.900","15.300","0.930","921.100","","0.000","-99.000","-99.000","-99.000","16.100","","11.400",""
"C0X110","2020-02-11 14:00:00","20.000","65.000","1.300","21.700","0.650","1019.000","","0.000","-99.000","-99.000","-99.000","21.700","","17.600",""
"C0V310","2020-02-11 14:00:00","46.000","247.000","0.900","22.500","0.520","1014.700","","0.000","-99.000","-99.000","-99.000","22.800","","18.000",""
"C0G620","2020-02-11 14:00:00","110.000","334.000","0.800","23.500","0.630","1007.900","","0.000","-99.000","-99.000","-99.000","23.800","","14.100",""
"C0AD50","2020-02-11 14:00:00","84.000","126.000","1.400","21.000","0.790","1012.300","","0.000","-99.000","-99.000","-99.000","21.000","","14.200",""
"C0A9A0","2020-02-11 14:00:00","24.000","0.000","0.000","22.200","0.560","1019.100","","0.000","-99.000","-99.000","-99.000","22.200","","16.400",""
"C0O830","2020-02-11 14:00:00","127.000","283.000","1.200","22.000","0.670","1006.700","","0.000","-99.000","-99.000","-99.000","22.200","","16.100",""
"C0S760","2020-02-11 14:00:00","1621.000","0.000","0.000","9.400","1.000","845.400","","0.000","-99.000","-99.000","-99.000","10.500","","6.700",""
"C0X160","2020-02-11 14:00:00","26.000","19.000","2.000","21.500","0.700","1018.200","","0.000","-99.000","-99.000","-99.000","21.500","","17.200",""
"C0C490","2020-02-11 14:00:00","157.000","128.000","0.400","21.500","0.650","1003.000","","0.000","-99.000","-99.000","-99.000","21.500","","13.700",""
"C0F970","2020-02-11 14:00:00","145.000","281.000","1.000","22.000","0.620","1003.300","","0.000","-99.000","-99.000","-99.000","22.400","","15.500",""
"C0R440","2020-02-11 14:00:00","1654.000","67.000","6.500","8.100","1.000","838.900","","0.500","-99.000","-99.000","-99.000","8.500","","6.500",""
"C0M690","2020-02-11 14:00:00","33.000","16.000","1.600","21.600","0.670","1016.300","","0.000","-99.000","-99.000","-99.000","21.600","","15.700",""
"C0V690","2020-02-11 14:00:00","30.000","48.000","1.500","22.500","0.640","1018.400","","0.000","-99.000","-99.000","-99.000","22.500","","18.600",""
"C0Z210","2020-02-11 14:00:00","126.000","189.000","0.300","19.500","0.610","1010.300","","0.000","-99.000","-99.000","-99.000","19.500","","11.800",""
"C0U770","2020-02-11 14:00:00","5.000","171.000","4.100","21.700","0.650","1022.500","","0.000","-99.000","-99.000","-99.000","21.900","","14.600",""
"C0Z080","2020-02-11 14:00:00","298.000","0.000","0.000","20.200","0.740","989.000","","0.000","-99.000","-99.000","-99.000","20.200","","12.200",""
"C0G640","2020-02-11 14:00:00","17.000","341.000","1.700","19.600","0.780","1022.000","","0.000","-99.000","-99.000","-99.000","20.200","","15.800",""
"C0X200","2020-02-11 14:00:00","61.000","267.000","1.800","21.100","0.760","1013.700","","0.000","-99.000","-99.000","-99.000","21.400","","14.700",""
"C0U900","2020-02-11 14:00:00","63.000","48.000","1.900","21.400","0.540","1016.600","","0.000","-99.000","-99.000","-99.000","21.500","","14.300",""
"C0Z230","2020-02-11 14:00:00","31.000","197.000","7.500","21.500","0.600","1020.000","","0.000","-99.000","-99.000","-99.000","21.700","","16.000",""
"C0F9O0","2020-02-11 14:00:00","175.000","307.000","0.300","22.500","0.650","1000.700","","0.000","-99.000","-99.000","-99.000","22.700","","15.700",""
"C0C540","2020-02-11 14:00:00","46.000","345.000","1.200","22.600","0.650","1016.000","","0.000","-99.000","-99.000","-99.000","22.600","","15.400",""
"C0G770","2020-02-11 14:00:00","15.000","350.000","1.500","19.900","0.780","1019.500","","0.000","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0V670","2020-02-11 14:00:00","20.000","6.000","1.700","22.100","0.600","1018.600","","0.000","-99.000","-99.000","-99.000","22.100","","17.800",""
"C0A870","2020-02-11 14:00:00","685.000","129.000","2.400","18.700","0.750","942.000","","0.000","-99.000","-99.000","-99.000","18.800","","12.500",""
"C0R220","2020-02-11 14:00:00","23.000","29.000","0.800","22.700","0.620","1018.700","","0.000","-99.000","-99.000","-99.000","22.700","","16.300",""
"C0Z220","2020-02-11 14:00:00","589.000","53.000","0.400","18.100","0.740","956.600","","0.000","-99.000","-99.000","-99.000","18.400","","11.200",""
"C0D560","2020-02-11 14:00:00","147.000","139.000","0.700","22.800","0.600","1004.500","","0.000","-99.000","-99.000","-99.000","22.800","","14.500",""
"C0I380","2020-02-11 14:00:00","258.000","316.000","0.700","22.300","0.630","990.100","","0.000","-99.000","-99.000","-99.000","22.700","","14.000",""
"C0Z020","2020-02-11 14:00:00","211.000","31.000","0.300","20.200","0.690","998.000","","0.000","-99.000","-99.000","-99.000","20.200","","13.000",""
"C0Z190","2020-02-11 14:00:00","62.000","113.000","1.400","21.100","0.710","1015.800","","0.000","-99.000","-99.000","-99.000","21.100","","16.400",""
"C0C710","2020-02-11 14:00:00","143.000","119.000","0.300","20.800","0.680","1005.300","","0.000","-99.000","-99.000","-99.000","20.800","","11.500",""
"C0D360","2020-02-11 14:00:00","523.000","0.000","0.000","19.800","0.640","959.900","","0.000","-99.000","-99.000","-99.000","19.800","","12.100",""
"C0C680","2020-02-11 14:00:00","228.000","91.000","1.900","20.100","0.610","993.400","","0.000","-99.000","-99.000","-99.000","20.100","","14.600",""
"C0X140","2020-02-11 14:00:00","17.000","356.000","0.800","22.100","0.680","1018.500","","0.000","-99.000","-99.000","-99.000","22.100","","16.600",""
"C0V710","2020-02-11 14:00:00","34.000","83.000","1.200","22.400","0.610","1016.800","","0.000","-99.000","-99.000","-99.000","22.400","","18.700",""
"C0G840","2020-02-11 14:00:00","32.000","350.000","1.200","22.000","0.730","1017.100","","0.000","-99.000","-99.000","-99.000","22.700","","15.500",""
"C0S890","2020-02-11 14:00:00","238.000","225.000","0.400","20.700","0.660","998.900","","0.000","-99.000","-99.000","-99.000","20.700","","14.800",""
"C0T820","2020-02-11 14:00:00","550.000","120.000","1.800","18.200","0.620","963.300","","0.000","-99.000","-99.000","-99.000","19.300","","10.800",""
"C0F9I0","2020-02-11 14:00:00","194.000","346.000","2.300","20.100","0.770","998.500","","0.000","-99.000","-99.000","-99.000","20.400","","15.300",""
"C0C650","2020-02-11 14:00:00","208.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R600","2020-02-11 14:00:00","766.000","91.000","1.600","17.100","0.820","933.800","","0.000","-99.000","-99.000","-99.000","18.000","","14.000",""
"C0Z320","2020-02-11 14:00:00","646.000","71.000","0.900","16.300","0.730","949.600","","0.000","-99.000","-99.000","-99.000","17.300","","8.900",""
"C0V210","2020-02-11 14:00:00","734.000","168.000","0.400","20.100","0.500","938.400","","0.000","-99.000","-99.000","-99.000","20.200","","13.800",""
